Correlation Coefficients,Feature Pairs
0.9617403663243802,"['tBodyAcc-IQR-2', 'tBodyAcc-STD-2']"
0.9803025912179378,"['tBodyAcc-IQR-2', 'tBodyAcc-Mad-2']"
0.9166133108306959,"['tBodyAcc-IQR-2', 'tBodyAcc-SMA-1']"
0.9572281067625568,"['tBodyAcc-IQR-3', 'tBodyAcc-STD-3']"
0.9772878900505946,"['tBodyAcc-IQR-3', 'tBodyAcc-Mad-3']"
0.9990926982033127,"['tGravityAcc-Mad-1', 'tGravityAcc-STD-1']"
0.9989932642622319,"['tGravityAcc-Mad-2', 'tGravityAcc-STD-2']"
0.9988660476135743,"['tGravityAcc-Mad-3', 'tGravityAcc-STD-3']"
0.9862634618597984,"['tGravityAcc-Max-1', 'tGravityAcc-Mean-1']"
0.9880026672036812,"['tGravityAcc-Max-2', 'tGravityAcc-Mean-2']"
0.9887201417772049,"['tGravityAcc-Max-3', 'tGravityAcc-Mean-3']"
0.9901597037886569,"['tGravityAcc-Min-1', 'tGravityAcc-Mean-1']"
0.9599444264967467,"['tGravityAcc-Min-1', 'tGravityAcc-Max-1']"
0.9861757297591122,"['tGravityAcc-Min-2', 'tGravityAcc-Mean-2']"
0.9548664883208552,"['tGravityAcc-Min-2', 'tGravityAcc-Max-2']"
0.9873535396500177,"['tGravityAcc-Min-3', 'tGravityAcc-Mean-3']"
0.9582818402582433,"['tGravityAcc-Min-3', 'tGravityAcc-Max-3']"
0.9817432705449429,"['tGravityAcc-Energy-1', 'tGravityAcc-Mean-1']"
0.9626279741051675,"['tGravityAcc-Energy-1', 'tGravityAcc-Max-1']"
0.9768446257999415,"['tGravityAcc-Energy-1', 'tGravityAcc-Min-1']"
0.9816891334256385,"['tGravityAcc-IQR-1', 'tGravityAcc-STD-1']"
0.9886287317045537,"['tGravityAcc-IQR-1', 'tGravityAcc-Mad-1']"
0.9827953762632541,"['tGravityAcc-IQR-2', 'tGravityAcc-STD-2']"
0.9897677541670217,"['tGravityAcc-IQR-2', 'tGravityAcc-Mad-2']"
0.9819257830975675,"['tGravityAcc-IQR-3', 'tGravityAcc-STD-3']"
0.9894077653116563,"['tGravityAcc-IQR-3', 'tGravityAcc-Mad-3']"
0.9905834649939214,"['tGravityAcc-ARCoeff-2', 'tGravityAcc-ARCoeff-1']"
0.9611338338114326,"['tGravityAcc-ARCoeff-3', 'tGravityAcc-ARCoeff-1']"
0.9898712150823396,"['tGravityAcc-ARCoeff-3', 'tGravityAcc-ARCoeff-2']"
0.9126279058676342,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-1']"
0.9599366714616833,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-2']"
0.9899838568697836,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-3']"
0.992767167299006,"['tGravityAcc-ARCoeff-6', 'tGravityAcc-ARCoeff-5']"
0.9672963043495456,"['tGravityAcc-ARCoeff-7', 'tGravityAcc-ARCoeff-5']"
0.9907488111820912,"['tGravityAcc-ARCoeff-7', 'tGravityAcc-ARCoeff-6']"
0.9190316239205902,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-5']"
0.9596881793614885,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-6']"
0.9889493898066234,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-7']"
0.9958325655270956,"['tGravityAcc-ARCoeff-10', 'tGravityAcc-ARCoeff-9']"
0.9822423239320722,"['tGravityAcc-ARCoeff-11', 'tGravityAcc-ARCoeff-9']"
0.9952574569212114,"['tGravityAcc-ARCoeff-11', 'tGravityAcc-ARCoeff-10']"
0.9580871251965469,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-9']"
0.9802079309334242,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-10']"
0.9948146916789659,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-11']"
0.9584296590070193,"['tBodyAccJerk-STD-1', 'tBodyAcc-STD-1']"
0.9515913471527165,"['tBodyAccJerk-STD-1', 'tBodyAcc-Mad-1']"
0.9526378529121018,"['tBodyAccJerk-STD-1', 'tBodyAcc-Max-1']"
0.919608116660406,"['tBodyAccJerk-STD-1', 'tBodyAcc-Min-1']"
0.9233965446738183,"['tBodyAccJerk-STD-1', 'tBodyAcc-IQR-1']"
0.9142259819682301,"['tBodyAccJerk-STD-2', 'tBodyAcc-STD-1']"
0.9103658124010807,"['tBodyAccJerk-STD-2', 'tBodyAcc-Mad-1']"
0.9239731618166191,"['tBodyAccJerk-STD-2', 'tBodyAcc-Min-2']"
0.9509737877717668,"['tBodyAccJerk-STD-2', 'tBodyAccJerk-STD-1']"
0.9111976171471429,"['tBodyAccJerk-STD-3', 'tBodyAccJerk-STD-1']"
0.9594056343722315,"['tBodyAccJerk-Mad-1', 'tBodyAcc-STD-1']"
0.9540068312910358,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Mad-1']"
0.9479924825616904,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Max-1']"
0.9207794228561872,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Min-1']"
0.9297529548181716,"['tBodyAccJerk-Mad-1', 'tBodyAcc-IQR-1']"
0.9977830866211675,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-1']"
0.952492669300915,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-2']"
0.9104463974601126,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-3']"
0.9155729688306488,"['tBodyAccJerk-Mad-2', 'tBodyAcc-STD-1']"
0.9115920509056065,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Mad-1']"
0.9004192023453127,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Min-1']"
0.914896786308876,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Min-2']"
0.952245359361651,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-STD-1']"
0.9969141538016986,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-STD-2']"
0.9546297395653324,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-Mad-1']"
0.9134663138141236,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-1']"
0.9034024362930475,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-2']"
0.9968661181635713,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-3']"
0.9142123615362063,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-Mad-1']"
0.9031790286509633,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-Mad-2']"
0.9251571988035934,"['tBodyAccJerk-Max-1', 'tBodyAcc-STD-1']"
0.915680866825229,"['tBodyAccJerk-Max-1', 'tBodyAcc-Mad-1']"
0.9296248261319219,"['tBodyAccJerk-Max-1', 'tBodyAcc-Max-1']"
0.9618512737190791,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-STD-1']"
0.952098177679129,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-Mad-1']"
0.9074350486108187,"['tBodyAccJerk-Max-2', 'tBodyAcc-Min-2']"
0.9117551655652406,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-STD-1']"
0.9603469285631981,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-STD-2']"
0.910545862947107,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Mad-1']"
0.9474217352011804,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Mad-2']"
0.9548457499323639,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-STD-3']"
0.9414549432109404,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Mad-3']"
0.9007226682822337,"['tBodyAccJerk-Min-1', 'tBodyAcc-STD-1']"
0.910655824157579,"['tBodyAccJerk-Min-1', 'tBodyAcc-Max-1']"
0.9581877594625913,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-STD-1']"
0.9226221974857273,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-STD-2']"
0.9492251175692563,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Mad-1']"
0.9246668077681398,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Mad-2']"
0.9122910365847222,"['tBodyAccJerk-Min-2', 'tBodyAcc-Min-2']"
0.9111517418664175,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-STD-1']"
0.966381974565664,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-STD-2']"
0.9114495148502041,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Mad-1']"
0.9527579342964737,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Mad-2']"
0.9197549779667448,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Max-2']"
0.968878266907995,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-STD-3']"
0.9574451487979616,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-Mad-3']"
0.9080883236917304,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-Max-3']"
0.9427116088120169,"['tBodyAccJerk-SMA-1', 'tBodyAcc-STD-1']"
0.9379754642216658,"['tBodyAccJerk-SMA-1', 'tBodyAcc-Mad-1']"
0.9313511458123673,"['tBodyAccJerk-SMA-1', 'tBodyAcc-Max-1']"
0.9169060786260936,"['tBodyAccJerk-SMA-1', 'tBodyAcc-Min-1']"
0.9003286438560972,"['tBodyAccJerk-SMA-1', 'tBodyAcc-Min-2']"
0.9170007534331175,"['tBodyAccJerk-SMA-1', 'tBodyAcc-IQR-1']"
0.9850646936326952,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-STD-1']"
0.976782852156845,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-STD-2']"
0.951452898517387,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-STD-3']"
0.9869970824661106,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Mad-1']"
0.9786515491697553,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Mad-2']"
0.9556976156520048,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Mad-3']"
0.9341861727388091,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Max-1']"
0.9332238779595838,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Max-2']"
0.9001523534697513,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Max-3']"
0.9449155015809416,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Min-1']"
0.9342317192438369,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Min-2']"
0.9195941689638625,"['tBodyAccJerk-SMA-1', 'tBodyAccJerk-Min-3']"
0.9466889695684528,"['tBodyAccJerk-Energy-1', 'tBodyAccJerk-STD-1']"
0.9437135754089319,"['tBodyAccJerk-Energy-1', 'tBodyAccJerk-Mad-1']"
0.933075358325064,"['tBodyAccJerk-Energy-1', 'tBodyAccJerk-Max-1']"
0.9153247380147791,"['tBodyAccJerk-Energy-1', 'tBodyAccJerk-SMA-1']"
0.9557849647316006,"['tBodyAccJerk-Energy-2', 'tBodyAccJerk-STD-2']"
0.9488795963726792,"['tBodyAccJerk-Energy-2', 'tBodyAccJerk-Mad-2']"
0.9319096762954417,"['tBodyAccJerk-Energy-2', 'tBodyAccJerk-Max-2']"
0.9245920060616758,"['tBodyAccJerk-Energy-2', 'tBodyAccJerk-Min-2']"
0.9222331359662622,"['tBodyAccJerk-Energy-2', 'tBodyAccJerk-SMA-1']"
0.9219777408837835,"['tBodyAccJerk-Energy-3', 'tBodyAccJerk-STD-3']"
0.916228359821401,"['tBodyAccJerk-Energy-3', 'tBodyAccJerk-Mad-3']"
0.9484563264964709,"['tBodyAccJerk-IQR-1', 'tBodyAcc-STD-1']"
0.9449928872621038,"['tBodyAccJerk-IQR-1', 'tBodyAcc-Mad-1']"
0.9289416349906132,"['tBodyAccJerk-IQR-1', 'tBodyAcc-Max-1']"
0.9136614726333594,"['tBodyAccJerk-IQR-1', 'tBodyAcc-Min-1']"
0.9273635885707386,"['tBodyAccJerk-IQR-1', 'tBodyAcc-IQR-1']"
0.9800056281519316,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-STD-1']"
0.9414067921144483,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-STD-2']"
0.9897014819323743,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Mad-1']"
0.9447768841670283,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Mad-2']"
0.9014819155672239,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Mad-3']"
0.9242059314277693,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Max-1']"
0.9251917678513728,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Min-1']"
0.9759494071113612,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-SMA-1']"
0.9224242172038553,"['tBodyAccJerk-IQR-1', 'tBodyAccJerk-Energy-1']"
0.9030101116094087,"['tBodyAccJerk-IQR-2', 'tBodyAcc-STD-1']"
0.9384235424643286,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-STD-1']"
0.9757162791137215,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-STD-2']"
0.9420270664905878,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Mad-1']"
0.9885377624279562,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Mad-2']"
0.9165547385619329,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Max-2']"
0.9132666007842564,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Min-1']"
0.918161884720998,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Min-2']"
0.9656710552750929,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-SMA-1']"
0.9223210601765351,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-Energy-2']"
0.93404867679006,"['tBodyAccJerk-IQR-2', 'tBodyAccJerk-IQR-1']"
0.90533768734097,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-STD-1']"
0.9732742828003319,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-STD-3']"
0.9081490403267325,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-Mad-1']"
0.9866019004794785,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-Mad-3']"
0.9102697157091243,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-Max-3']"
0.9235424281930955,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-Min-3']"
0.9481467241566182,"['tBodyAccJerk-IQR-3', 'tBodyAccJerk-SMA-1']"
0.901980719868848,"['tBodyAccJerk-ropy-1', 'tBodyAcc-STD-2']"
0.9143130389027765,"['tBodyAccJerk-ropy-1', 'tBodyAccJerk-STD-2']"
0.91751351458392,"['tBodyAccJerk-ropy-1', 'tBodyAccJerk-Mad-2']"
0.9091901526265098,"['tBodyAccJerk-ropy-1', 'tBodyAccJerk-SMA-1']"
0.907992409561072,"['tBodyAccJerk-ropy-1', 'tBodyAccJerk-IQR-2']"
0.913063202449917,"['tBodyAccJerk-ropy-1.1', 'tBodyAcc-STD-2']"
0.9152387634114761,"['tBodyAccJerk-ropy-1.1', 'tBodyAccJerk-STD-2']"
0.9174892835008207,"['tBodyAccJerk-ropy-1.1', 'tBodyAccJerk-Mad-2']"
0.9043937302437527,"['tBodyAccJerk-ropy-1.1', 'tBodyAccJerk-SMA-1']"
0.9060567634075025,"['tBodyAccJerk-ropy-1.1', 'tBodyAccJerk-IQR-2']"
0.9787221375767662,"['tBodyAccJerk-ropy-1.1', 'tBodyAccJerk-ropy-1']"
0.9154996591073661,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-STD-2']"
0.9170974892423662,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-Mad-2']"
0.9227111778569588,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-SMA-1']"
0.9048456282908033,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-IQR-2']"
0.9711350412113297,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-ropy-1']"
0.9694731102493337,"['tBodyAccJerk-ropy-1.2', 'tBodyAccJerk-ropy-1.1']"
0.9554872239607147,"['tBodyAccJerk-ARCoeff-1', 'tBodyAcc-ARCoeff-1']"
0.9519503060789472,"['tBodyAccJerk-ARCoeff-5', 'tBodyAcc-ARCoeff-5']"
0.9076455174395247,"['tBodyAccJerk-ARCoeff-5', 'tBodyAcc-ARCoeff-6']"
0.9547268694010019,"['tBodyAccJerk-ARCoeff-9', 'tBodyAcc-ARCoeff-9']"
0.9177232827535451,"['tBodyGyro-STD-3', 'tBodyAcc-STD-2']"
0.9064578893468576,"['tBodyGyro-STD-3', 'tBodyAcc-Mad-2']"
0.9005437455645623,"['tBodyGyro-STD-3', 'tBodyAcc-SMA-1']"
0.9972638310061532,"['tBodyGyro-Mad-1', 'tBodyGyro-STD-1']"
0.9969722177755517,"['tBodyGyro-Mad-2', 'tBodyGyro-STD-2']"
0.9116289668534413,"['tBodyGyro-Mad-3', 'tBodyAcc-STD-2']"
0.9017055217617298,"['tBodyGyro-Mad-3', 'tBodyAcc-Mad-2']"
0.9971594356506022,"['tBodyGyro-Mad-3', 'tBodyGyro-STD-3']"
0.9512426155029947,"['tBodyGyro-Max-2', 'tBodyGyro-STD-2']"
0.9328443402032939,"['tBodyGyro-Max-2', 'tBodyGyro-Mad-2']"
0.9134446100531222,"['tBodyGyro-Max-3', 'tBodyGyro-STD-3']"
0.9042038172835396,"['tBodyGyro-Min-1', 'tBodyGyro-STD-1']"
0.9397387442462376,"['tBodyGyro-Min-2', 'tBodyGyro-STD-2']"
0.9234788489960902,"['tBodyGyro-Min-2', 'tBodyGyro-Mad-2']"
0.9035409651533446,"['tBodyGyro-Min-2', 'tBodyGyro-Max-2']"
0.9453046313149014,"['tBodyGyro-Min-3', 'tBodyGyro-STD-3']"
0.9316580115697165,"['tBodyGyro-Min-3', 'tBodyGyro-Mad-3']"
0.9371401195188124,"['tBodyGyro-SMA-1', 'tBodyAcc-STD-2']"
0.9194063853916036,"['tBodyGyro-SMA-1', 'tBodyAcc-STD-3']"
0.9243089810399285,"['tBodyGyro-SMA-1', 'tBodyAcc-Mad-2']"
0.906628780468779,"['tBodyGyro-SMA-1', 'tBodyAcc-Mad-3']"
0.9411365506300836,"['tBodyGyro-SMA-1', 'tBodyAcc-SMA-1']"
0.9099293601126459,"['tBodyGyro-SMA-1', 'tBodyAccJerk-ropy-1']"
0.9134902168892346,"['tBodyGyro-SMA-1', 'tBodyAccJerk-ropy-1.1']"
0.9162973994312442,"['tBodyGyro-SMA-1', 'tBodyAccJerk-ropy-1.2']"
0.9201903487043734,"['tBodyGyro-SMA-1', 'tBodyGyro-STD-1']"
0.9350095900194904,"['tBodyGyro-SMA-1', 'tBodyGyro-STD-2']"
0.9357229219276219,"['tBodyGyro-SMA-1', 'tBodyGyro-STD-3']"
0.9180903958751978,"['tBodyGyro-SMA-1', 'tBodyGyro-Mad-1']"
0.9392277031423653,"['tBodyGyro-SMA-1', 'tBodyGyro-Mad-2']"
0.9298489353260923,"['tBodyGyro-SMA-1', 'tBodyGyro-Mad-3']"
0.9012156112137445,"['tBodyGyro-SMA-1', 'tBodyGyro-Min-3']"
0.9093255116157418,"['tBodyGyro-Energy-1', 'tBodyGyro-STD-1']"
0.9045978579925327,"['tBodyGyro-Energy-1', 'tBodyGyro-Mad-1']"
0.9298955298383279,"['tBodyGyro-Energy-2', 'tBodyGyro-STD-2']"
0.9216844172715427,"['tBodyGyro-Energy-2', 'tBodyGyro-Mad-2']"
0.9070602275156388,"['tBodyGyro-Energy-2', 'tBodyGyro-Max-2']"
0.9006251167214977,"['tBodyGyro-Energy-3', 'tBodyGyro-Mad-3']"
0.9703746327852817,"['tBodyGyro-IQR-1', 'tBodyGyro-STD-1']"
0.983710839676345,"['tBodyGyro-IQR-1', 'tBodyGyro-Mad-1']"
0.9740001242223468,"['tBodyGyro-IQR-2', 'tBodyGyro-STD-2']"
0.9870478533437458,"['tBodyGyro-IQR-2', 'tBodyGyro-Mad-2']"
0.9286204896391772,"['tBodyGyro-IQR-2', 'tBodyGyro-SMA-1']"
0.9733878906130848,"['tBodyGyro-IQR-3', 'tBodyGyro-STD-3']"
0.9862469597984557,"['tBodyGyro-IQR-3', 'tBodyGyro-Mad-3']"
0.901412963955717,"['tBodyGyro-IQR-3', 'tBodyGyro-SMA-1']"
0.9098187276594007,"['tBodyGyro-ARCoeff-2', 'tBodyGyro-ARCoeff-1']"
0.9365561182240696,"['tBodyGyro-ARCoeff-10', 'tBodyGyro-ARCoeff-9']"
0.9179141342770943,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-STD-1']"
0.9505211392647328,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-STD-2']"
0.9177314157662535,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Mad-1']"
0.9531790871175199,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Mad-2']"
0.9001984735062692,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Max-2']"
0.9022264619220117,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Min-1']"
0.9030326384172119,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Min-2']"
0.9395969306821038,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-SMA-1']"
0.9052202472049379,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-Energy-2']"
0.904692440887297,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-IQR-1']"
0.9407898184418708,"['tBodyGyroJerk-STD-1', 'tBodyAccJerk-IQR-2']"
0.937261495583847,"['tBodyGyroJerk-STD-2', 'tBodyAccJerk-STD-3']"
0.9418893332715178,"['tBodyGyroJerk-STD-2', 'tBodyAccJerk-Mad-3']"
0.9332768759312806,"['tBodyGyroJerk-STD-2', 'tBodyAccJerk-IQR-3']"
0.9171990780015603,"['tBodyGyroJerk-STD-2', 'tBodyGyro-Max-2']"
0.920772277418281,"['tBodyGyroJerk-STD-2', 'tBodyGyro-Min-2']"
0.9008599368982333,"['tBodyGyroJerk-STD-3', 'tBodyAcc-STD-1']"
0.9359758497291166,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-STD-1']"
0.9463552163014219,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-STD-2']"
0.9366340866373641,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-Mad-1']"
0.94561271721343,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-Mad-2']"
0.9092158311402456,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-Max-2']"
0.9076312725827164,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-Min-2']"
0.9524492083655348,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-SMA-1']"
0.9071285671478749,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-Energy-2']"
0.9249675816361453,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-IQR-1']"
0.9288678512920301,"['tBodyGyroJerk-STD-3', 'tBodyAccJerk-IQR-2']"
0.9213824950677912,"['tBodyGyroJerk-STD-3', 'tBodyGyroJerk-STD-1']"
0.9211792012250067,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-STD-1']"
0.9519350308835339,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-STD-2']"
0.9218911640617191,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-Mad-1']"
0.9569947460754159,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-Mad-2']"
0.9049110781206681,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-Min-1']"
0.9013006041746828,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-Min-2']"
0.9426083207549685,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-SMA-1']"
0.9059542296259245,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-Energy-2']"
0.9100683520323124,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-IQR-1']"
0.9487208435239455,"['tBodyGyroJerk-Mad-1', 'tBodyAccJerk-IQR-2']"
0.9973079075198876,"['tBodyGyroJerk-Mad-1', 'tBodyGyroJerk-STD-1']"
0.9222121144835747,"['tBodyGyroJerk-Mad-1', 'tBodyGyroJerk-STD-3']"
0.9413416105177581,"['tBodyGyroJerk-Mad-2', 'tBodyAccJerk-STD-3']"
0.9481299791678773,"['tBodyGyroJerk-Mad-2', 'tBodyAccJerk-Mad-3']"
0.9106408805372913,"['tBodyGyroJerk-Mad-2', 'tBodyAccJerk-SMA-1']"
0.9433974775328162,"['tBodyGyroJerk-Mad-2', 'tBodyAccJerk-IQR-3']"
0.9122199489555924,"['tBodyGyroJerk-Mad-2', 'tBodyGyro-Max-2']"
0.9187685766390626,"['tBodyGyroJerk-Mad-2', 'tBodyGyro-Min-2']"
0.9965862952351828,"['tBodyGyroJerk-Mad-2', 'tBodyGyroJerk-STD-2']"
0.9072165381543924,"['tBodyGyroJerk-Mad-3', 'tBodyAcc-STD-1']"
0.9020208720438265,"['tBodyGyroJerk-Mad-3', 'tBodyAcc-Mad-1']"
0.9427133543765132,"['tBodyGyroJerk-Mad-3', 'tBodyAccJerk-STD-1']"
0.9521101153735675,"['tBodyGyroJerk-Mad-3', 'tBodyAccJerk-STD-2']"
0.9006175133660883,"['tBodyGyroJerk-Mad-3', 'tBodyAccJerk-STD-3']"
0.9445629246333077,"['tBodyGyroJerk-Mad-3', 'tBodyAccJerk-Mad-1']"
