Correlation Coefficients,Feature Pairs
0.8289455701722643,"['tBodyAccJerk-Max-3', 'tBodyAcc-Max-1']"
0.8006355437522391,"['tBodyAccJerk-Max-3', 'tBodyAcc-Min-1']"
0.868926259579194,"['tBodyAccJerk-Max-3', 'tBodyAcc-Min-3']"
0.8718898865730271,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-STD-1']"
0.8456131400380176,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-STD-2']"
0.9548457499323639,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-STD-3']"
0.8665117909120772,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Mad-1']"
0.8435358758880606,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Mad-2']"
0.9414549432109404,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Mad-3']"
0.8592239268934625,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Max-1']"
0.8279769885322152,"['tBodyAccJerk-Max-3', 'tBodyAccJerk-Max-2']"
0.9007226682822337,"['tBodyAccJerk-Min-1', 'tBodyAcc-STD-1']"
0.8304941428478437,"['tBodyAccJerk-Min-1', 'tBodyAcc-STD-2']"
0.8901105071208455,"['tBodyAccJerk-Min-1', 'tBodyAcc-Mad-1']"
0.8073659056942379,"['tBodyAccJerk-Min-1', 'tBodyAcc-Mad-2']"
0.910655824157579,"['tBodyAccJerk-Min-1', 'tBodyAcc-Max-1']"
0.8836690207972265,"['tBodyAccJerk-Min-1', 'tBodyAcc-Min-1']"
0.8536879651890309,"['tBodyAccJerk-Min-1', 'tBodyAcc-Min-2']"
0.8174114926617289,"['tBodyAccJerk-Min-1', 'tBodyAcc-SMA-1']"
0.8589058441052551,"['tBodyAccJerk-Min-1', 'tBodyAcc-IQR-1']"
0.9581877594625913,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-STD-1']"
0.9226221974857273,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-STD-2']"
0.8740566281382236,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-STD-3']"
0.9492251175692563,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Mad-1']"
0.9246668077681398,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Mad-2']"
0.8757165045957319,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Mad-3']"
0.8923984933959308,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Max-1']"
0.8709250690639692,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Max-2']"
0.8280258619638138,"['tBodyAccJerk-Min-1', 'tBodyAccJerk-Max-3']"
0.8733019880395784,"['tBodyAccJerk-Min-2', 'tBodyAcc-STD-1']"
0.8558860689793717,"['tBodyAccJerk-Min-2', 'tBodyAcc-STD-2']"
0.8695591559955222,"['tBodyAccJerk-Min-2', 'tBodyAcc-Mad-1']"
0.8246839512167679,"['tBodyAccJerk-Min-2', 'tBodyAcc-Mad-2']"
0.8611716301235612,"['tBodyAccJerk-Min-2', 'tBodyAcc-Max-1']"
0.861622721701119,"['tBodyAccJerk-Min-2', 'tBodyAcc-Min-1']"
0.9122910365847222,"['tBodyAccJerk-Min-2', 'tBodyAcc-Min-2']"
0.8184799145726774,"['tBodyAccJerk-Min-2', 'tBodyAcc-SMA-1']"
0.8524339325893885,"['tBodyAccJerk-Min-2', 'tBodyAcc-IQR-1']"
0.9111517418664175,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-STD-1']"
0.966381974565664,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-STD-2']"
0.8629308639116903,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-STD-3']"
0.9114495148502041,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Mad-1']"
0.9527579342964737,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Mad-2']"
0.8641864895456624,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Mad-3']"
0.8528813229018269,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Max-1']"
0.9197549779667448,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Max-2']"
0.8066647090578757,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Max-3']"
0.8927039917919721,"['tBodyAccJerk-Min-2', 'tBodyAccJerk-Min-1']"
0.8324023939352345,"['tBodyAccJerk-Min-3', 'tBodyAcc-STD-1']"
0.804032163580048,"['tBodyAccJerk-Min-3', 'tBodyAcc-STD-3']"
0.8284466672088738,"['tBodyAccJerk-Min-3', 'tBodyAcc-Mad-1']"
0.8258397130658783,"['tBodyAccJerk-Min-3', 'tBodyAcc-Max-1']"
0.8221756187776315,"['tBodyAccJerk-Min-3', 'tBodyAcc-Min-1']"
0.809820373586124,"['tBodyAccJerk-Min-3', 'tBodyAcc-Min-2']"
0.876801629423182,"['tBodyAccJerk-Min-3', 'tBodyAcc-Min-3']"
0.8107663586747399,"['tBodyAccJerk-Min-3', 'tBodyAcc-IQR-1']"
0.8822306811041332,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-STD-1']"
0.8751398315916019,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-STD-2']"
0.968878266907995,"['tBodyAccJerk-Min-3', 'tBodyAccJerk-STD-3']"
